"jurisdiction","iso_alpha_2","iso_numeric","tax_codes","status_type","status_label","instrument_category","instrument_title","complementary_act","principal_official_url","secondary_official_urls","signed_not_in_force","signed_not_in_force_url"
"Afrique du Sud","ZA","710","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 8 novembre 1993 (Journal officiel du 23 novembre 1995)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/afrique_du_sud/afrique-du-sud_convention_cml.pdf","","",""
"Albanie","AL","008","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 24 décembre 2002 (Journal officiel du 21 octobre 2005)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/albanie/albanie_version_consolidee_convention_avec_albanie_modifiee_par_convention_multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/albanie/nid_5957_albanie.pdf","",""
"Algérie","DZ","012","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Convention du 17 octobre 1999 (Journal officiel du 26 décembre 2002)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/algerie/algerie_convention-avec-l-algerie_fd_1720.pdf","","",""
"Allemagne","DE","276","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 21 juillet 1959 (Journal officiel du 8 novembre 1961 et rectificatif du 9 janvier 1962)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/version-consolidee-de-la-convention-avec-lallemagne-modifiee-par-la-convention-multilaterale---impots-sur-le-revenu-et-la-fortune-1959.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/allemagne_convention-avec-l-allemagne-successions-et-donations-en-vigueur-au-03.04.2009_fd_4003.pdf","",""
"Allemagne","DE","276","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Avenant du 9 juin 1969 (Journal officiel du 22 novembre 1970)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/version-consolidee-de-la-convention-avec-lallemagne-modifiee-par-la-convention-multilaterale---impots-sur-le-revenu-et-la-fortune-1959.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/allemagne_convention-avec-l-allemagne-successions-et-donations-en-vigueur-au-03.04.2009_fd_4003.pdf","",""
"Allemagne","DE","276","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Avenant du 28 septembre 1989 (Journal officiel du 7 novembre 1990)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/version-consolidee-de-la-convention-avec-lallemagne-modifiee-par-la-convention-multilaterale---impots-sur-le-revenu-et-la-fortune-1959.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/allemagne_convention-avec-l-allemagne-successions-et-donations-en-vigueur-au-03.04.2009_fd_4003.pdf","",""
"Allemagne","DE","276","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Avenant du 20 décembre 2001 (Journal officiel du 20 septembre 2003)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/version-consolidee-de-la-convention-avec-lallemagne-modifiee-par-la-convention-multilaterale---impots-sur-le-revenu-et-la-fortune-1959.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/allemagne_convention-avec-l-allemagne-successions-et-donations-en-vigueur-au-03.04.2009_fd_4003.pdf","",""
"Allemagne","DE","276","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Avenant du 31 mars 2015 (Journal officiel du 24 janvier 2016)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/version-consolidee-de-la-convention-avec-lallemagne-modifiee-par-la-convention-multilaterale---impots-sur-le-revenu-et-la-fortune-1959.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/allemagne_convention-avec-l-allemagne-successions-et-donations-en-vigueur-au-03.04.2009_fd_4003.pdf","",""
"Allemagne","DE","276","IR|IF|S|D","inforce","en vigueur","Travailleurs frontaliers","Arrangement administratif du 16 février 2006","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/version-consolidee-de-la-convention-avec-lallemagne-modifiee-par-la-convention-multilaterale---impots-sur-le-revenu-et-la-fortune-1959.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/allemagne_convention-avec-l-allemagne-successions-et-donations-en-vigueur-au-03.04.2009_fd_4003.pdf","",""
"Allemagne","DE","276","IR|IF|S|D","inforce","en vigueur","Successions et donations","Convention du 12 octobre 2006 (Journal officiel du 2 mai 2009)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/version-consolidee-de-la-convention-avec-lallemagne-modifiee-par-la-convention-multilaterale---impots-sur-le-revenu-et-la-fortune-1959.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/allemagne/allemagne_convention-avec-l-allemagne-successions-et-donations-en-vigueur-au-03.04.2009_fd_4003.pdf","",""
"Andorre","AD","020","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 2 avril 2013 (Journal officiel du 19 juillet 2015)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/andorre/version-consolidee-de-la-convention-avec-andorre-modifiee-par-la-convention-multilaterale.pdf","","",""
"Andorre","AD","020","IR","inforce","en vigueur","Impôt sur le revenu","Accord particulier du 22 septembre 2009 (Journal officiel du 9 janvier 2011)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/andorre/version-consolidee-de-la-convention-avec-andorre-modifiee-par-la-convention-multilaterale.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Convention du 18 février 1982 (Journal officiel du 6 juillet 1983)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 20 décembre 1988 et 22 février 1989 (Journal officiel du 14 juin 1989)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Avenant du 2 octobre 1991 (Journal officiel du 3 septembre 1995)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 16 juin et 31 octobre 1993","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 3 janvier 1994 et 3 mai 1995 (Journal officiel du 3 septembre 1995)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 9 septembre 1998 et 2 janvier 1999 (Journal officiel du 4 juin 1999)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 14 avril et 6 juillet 2003 (Journal officiel du 24 décembre 2003)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 27 novembre et 30 décembre 2008 (Journal officiel du 20 juin 2009)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Avenant du 18 février 2011 (Journal officiel du 10 juillet 2012)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 26 décembre 2013 et 25 mai 2014 (Journal officiel du 13 septembre 2014)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 11 juin et 10 décembre 2018 (Journal officiel du 27 novembre 2019)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Arabie Saoudite","SA","682","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 14 et 28 décembre 2023 (Journal officiel du 16 mars 2024)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/arabie_saoudite/convention_arabie_saoudite_modifiee_cml_clause_npf.pdf","","",""
"Argentine","AR","032","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 4 avril 1979 (Journal officiel du 10 mars 1981)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/argentine/nid_28289_argentine_consolidee_cml.pdf","","Avenant signé le 6 décembre 2019","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/argentine/avenant_convention_argentine.pdf"
"Argentine","AR","032","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant du 15 août 2001 (Journal officiel du 12 octobre 2007)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/argentine/nid_28289_argentine_consolidee_cml.pdf","","Avenant signé le 6 décembre 2019","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/argentine/avenant_convention_argentine.pdf"
"Argentine","AR","032","IR|IF","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 28 mai 2018 et 29 janvier 2019","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/argentine/nid_28289_argentine_consolidee_cml.pdf","","Avenant signé le 6 décembre 2019","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/argentine/avenant_convention_argentine.pdf"
"Arménie","AM","051","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 9 décembre 1997 (Journal officiel du 31 mai 2001)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/armenie/27156_armenie_convention_version-consolidee_cml.pdf","","",""
"Arménie","AM","051","IR|IF","inforce","en vigueur","Impôt sur le revenu","Avenant des 5 février 2003 et 3 février 2004 (Journal officiel du 15 mai 2007)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/armenie/27156_armenie_convention_version-consolidee_cml.pdf","","",""
"Australie","AU","036","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 20 juin 2006 (Journal officiel du 21 juin 2009)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/australie/version-consolidee-australie.pdf","","",""
"Autriche","AT","040","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Convention du 26 mars 1993 (Journal officiel du 14 décembre 1994)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/autriche/convention_avec_lautriche_modifiee_par_la_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/autriche/autriche_convention-avec-l-autriche-successions_fd_1796.pdf","",""
"Autriche","AT","040","IR|IF|S|D","inforce","en vigueur","Impôt sur le revenu","Avenant du 23 mai 2011 (Journal officiel du 27 juin 2012)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/autriche/convention_avec_lautriche_modifiee_par_la_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/autriche/autriche_convention-avec-l-autriche-successions_fd_1796.pdf","",""
"Autriche","AT","040","IR|IF|S|D","inforce","en vigueur","Successions et donations","Convention du 26 mars 1993 (Journal officiel du 20 décembre 1994)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/autriche/convention_avec_lautriche_modifiee_par_la_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/autriche/autriche_convention-avec-l-autriche-successions_fd_1796.pdf","",""
"Azerbaïdjan","AZ","031","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 20 décembre 2001 (Journal officiel du 21 octobre 2005)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/azerbaidjan/nid_28290_azerbaidjan_consolidee_cml.pdf","","",""
"Bahreïn","BH","048","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Convention du 10 mai 1993 (Journal officiel du 6 août 1994)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bahrein/bahrein_convention_cml.pdf","","",""
"Bahreïn","BH","048","IR|IF|S","inforce","en vigueur","Impôt sur le revenu","Avenant du 7 mai 2009 (Journal officiel du 28 décembre 2010)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bahrein/bahrein_convention_cml.pdf","","",""
"Bangladesh","BD","050","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 9 mars 1987 (Journal officiel du 30 août 1988)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bangladesh/bangladesh_convention-avec-le-bangladesh_fd_1726.pdf","","",""
"Belgique","BE","056","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention du 10 mars 1964 (Journal officiel du 15 août 1965 et rectificatif du 9 octobre 1965)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/convention_belgigue_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/belgique_convention-avec-la-belgique-successions-droits-d-enregistrement_fd_1426.pdf","Convention signée le 9 novembre 2021","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/dbv_met_frankrijk_fr-versie_-_alternat_vf2-pour_publication.pdf"
"Belgique","BE","056","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 15 février 1971 (Journal officiel du 6 décembre 1973)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/convention_belgigue_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/belgique_convention-avec-la-belgique-successions-droits-d-enregistrement_fd_1426.pdf","Convention signée le 9 novembre 2021","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/dbv_met_frankrijk_fr-versie_-_alternat_vf2-pour_publication.pdf"
"Belgique","BE","056","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 8 février 1999 (Journal officiel du 24 juin 2000)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/convention_belgigue_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/belgique_convention-avec-la-belgique-successions-droits-d-enregistrement_fd_1426.pdf","Convention signée le 9 novembre 2021","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/dbv_met_frankrijk_fr-versie_-_alternat_vf2-pour_publication.pdf"
"Belgique","BE","056","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 12 décembre 2008 (Journal officiel du 13 janvier 2010)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/convention_belgigue_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/belgique_convention-avec-la-belgique-successions-droits-d-enregistrement_fd_1426.pdf","Convention signée le 9 novembre 2021","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/dbv_met_frankrijk_fr-versie_-_alternat_vf2-pour_publication.pdf"
"Belgique","BE","056","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 7 juillet 2009 (Journal officiel du 3 octobre 2013)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/convention_belgigue_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/belgique_convention-avec-la-belgique-successions-droits-d-enregistrement_fd_1426.pdf","Convention signée le 9 novembre 2021","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/dbv_met_frankrijk_fr-versie_-_alternat_vf2-pour_publication.pdf"
"Belgique","BE","056","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention du 12 août 1843","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/convention_belgigue_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/belgique_convention-avec-la-belgique-successions-droits-d-enregistrement_fd_1426.pdf","Convention signée le 9 novembre 2021","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/dbv_met_frankrijk_fr-versie_-_alternat_vf2-pour_publication.pdf"
"Belgique","BE","056","IR|S|DE","inforce","en vigueur","Successions et droits d'enregistrement","Convention du 20 janvier 1959 (Journal officiel du 19 août 1960 et rectificatif du 9 janvier 1962)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/convention_belgigue_cml.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/belgique_convention-avec-la-belgique-successions-droits-d-enregistrement_fd_1426.pdf","Convention signée le 9 novembre 2021","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/belgique/dbv_met_frankrijk_fr-versie_-_alternat_vf2-pour_publication.pdf"
"Bénin","BJ","204","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention du 27 février 1975 (Journal officiel du 10 janvier 1978)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/benin/benin_convention-avec-le-benin_fd_1727.pdf","","",""
"Biélorussie","BY","112","IR","partial","partiellement suspendue","Impôt sur le revenu","Convention du 4 octobre 1985 (ex-URSS) (Journal officiel du 28 mai 1987)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_urss/fichedescriptive_62371.pdf","","",""
"Biélorussie","BY","112","IR","partial","partiellement suspendue","Impôt sur le revenu","Échange de lettres du 14 mars 1967 (Journal officiel du 21 mars 1968)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_urss/fichedescriptive_62371.pdf","","",""
"Bolivie","BO","068","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 15 décembre 1994 (Journal officiel du 30 novembre 1996)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bolivie/bolivie_convention-avec-la-bolivie_fd_1731.pdf","","",""
"Bosnie-Herzégovine","BA","070","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 28 mars 1974 (ex-Yougoslavie) (Journal officiel du 13 septembre 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bosnie-herzegovine/version_consolidee_de_la_convention_applicable_entre_la_bosnie-herzegovine_et_la_france_modifiee_par_la_convention_multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_yougoslavie/convention-avec-l-ex-yougoslavie_fd_1730.pdf","",""
"Bosnie-Herzégovine","BA","070","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 3 et 4 décembre 2003 (Journal officiel du 31 janvier 2004)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bosnie-herzegovine/version_consolidee_de_la_convention_applicable_entre_la_bosnie-herzegovine_et_la_france_modifiee_par_la_convention_multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_yougoslavie/convention-avec-l-ex-yougoslavie_fd_1730.pdf","",""
"Botswana","BW","072","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 15 avril 1999 (Journal officiel du 12 juin 2003)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/botswana/Convention_avec%20_le_Botswana_modifiee_par_l_avenant_entre_en_vigueur_le_20210101.pdf","","",""
"Botswana","BW","072","IR","inforce","en vigueur","Impôt sur le revenu","Avenant du 27 juillet 2017 (Journal officiel du 29 septembre 2021)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/botswana/Convention_avec%20_le_Botswana_modifiee_par_l_avenant_entre_en_vigueur_le_20210101.pdf","","",""
"Brésil","BR","076","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 10 septembre 1971 (Journal officiel du 28 novembre 1972)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bresil/bresil_convention-avec-le-bresil_fd_1799.pdf","","",""
"Brésil","BR","076","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 5 février et 4 mars 1974","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bresil/bresil_convention-avec-le-bresil_fd_1799.pdf","","",""
"Bulgarie","BG","100","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 14 mars 1987 (Journal officiel du 19 avril 1988)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/bulgarie/bulgarie_convention_ir_modifiee_cml.pdf","","",""
"Burkina Faso","BF","854","IR|S|DE","susp","dénoncée","Impôt sur le revenu","Convention et échange de lettres du 11 août 1965 (Journal officiel du 1er juin 1967)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/burkina-faso/version-consolidee-burkina-faso.pdf","","",""
"Burkina Faso","BF","854","IR|S|DE","susp","dénoncée","Impôt sur le revenu","Avenant du 3 juin 1971 (Journal officiel du 17 mai 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/burkina-faso/version-consolidee-burkina-faso.pdf","","",""
"Cameroun","CM","120","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 21 octobre 1976 (Journal officiel du 11 septembre 1979)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/cameroun/convention-avec-le-cameroun-modifiee-par-la-cml.pdf","","",""
"Cameroun","CM","120","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 31 mars 1994 (Journal officiel du 26 janvier 1997)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/cameroun/convention-avec-le-cameroun-modifiee-par-la-cml.pdf","","",""
"Cameroun","CM","120","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 28 octobre 1999 (Journal officiel du 11 janvier 2003)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/cameroun/convention-avec-le-cameroun-modifiee-par-la-cml.pdf","","",""
"Canada","CA","124","IR|IF|SP|DP","inforce","en vigueur","Impôt sur le revenu","Convention du 2 mai 1975 (Journal officiel du 10 octobre 1976)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/canada/convention_avec_le_canada_modifiee_par_la_cml.pdf","","",""
"Canada","CA","124","IR|IF|SP|DP","inforce","en vigueur","Impôt sur le revenu","Avenant du 16 janvier 1987 (Journal officiel du 13 octobre 1988)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/canada/convention_avec_le_canada_modifiee_par_la_cml.pdf","","",""
"Canada","CA","124","IR|IF|SP|DP","inforce","en vigueur","Impôt sur le revenu","Avenant du 30 novembre 1995 (Journal officiel du 16 septembre 1998)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/canada/convention_avec_le_canada_modifiee_par_la_cml.pdf","","",""
"Canada","CA","124","IR|IF|SP|DP","inforce","en vigueur","Impôt sur le revenu","Avenant du 2 février 2010 (Journal officiel du 15 janvier 2014)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/canada/convention_avec_le_canada_modifiee_par_la_cml.pdf","","",""
"Chili","CL","152","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 7 juin 2004 (Journal officiel du 3 septembre 2006)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/chili/25247_chili_version_consolidee_cml_clause_nation_plus_favorisee.pdf","","",""
"Chine","CN","156","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 26 novembre 2013 (Journal officiel du 3 janvier 2015, rectificatif du 17 janvier 2015 et du 28 février 2015)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/chine/nid_26158_version_consolidee_accord_chine_france_modifie_par_convention_multilaterale.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/chine/chine_accord-avec-la-chine-du-30.05.1984-abroge_fd_1741.pdf","",""
"Chypre","CY","196","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 18 décembre 1981 (Journal officiel du 30 mars 1983)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/chypre/version_consolidee_de_la_convention_avec_chypre_modifiee_par_la_convention_multilaterale.pdf","","Convention signée le 11 décembre 2023","https://www.impots.gouv.fr/convention-avec-chypre-signee-le-11122023-non-entree-en-vigueur"
"Colombie","CO","170","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 25 juin 2015 (Journal officiel du 23 janvier 2022)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/colombie/colombie_25_06_2015.pdf","","",""
"Congo","CG","178","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention du 27 novembre 1987 (Journal officiel du 15 septembre 1989)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/congo/congo_convention-avec-le-congo_fd_1820.pdf","","",""
"Corée du Sud","KR","410","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 19 juin 1979 (Journal officiel du 6 février 1981)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/coree_du_sud/coree-du-sud_consolidee_modifiee_convention_multilaterale.pdf.pdf","","",""
"Corée du Sud","KR","410","IR","inforce","en vigueur","Impôt sur le revenu","Avenant du 9 avril 1991 (Journal officiel du 3 juin 1992)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/coree_du_sud/coree-du-sud_consolidee_modifiee_convention_multilaterale.pdf.pdf","","",""
"Côte d'Ivoire","CI","384","IR|IF|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention et échange de lettres du 6 avril 1966 (Journal officiel du 22 janvier 1969)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/cote_d_ivoire/27129_cote-ivoire-version-consolidee-cml.pdf","https://www.impots.gouv.fr/10conventionscotedivoirecote-d-ivoireconvention-avec-la-cote-d-ivoirefd1853pdf","",""
"Côte d'Ivoire","CI","384","IR|IF|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 25 février 1985 (Journal officiel du 25 février 1989)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/cote_d_ivoire/27129_cote-ivoire-version-consolidee-cml.pdf","https://www.impots.gouv.fr/10conventionscotedivoirecote-d-ivoireconvention-avec-la-cote-d-ivoirefd1853pdf","",""
"Côte d'Ivoire","CI","384","IR|IF|S|DE","inforce","en vigueur","Impôt sur le revenu","Avenant du 19 octobre 1993 (Journal officiel du 6 mai 1995)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/cote_d_ivoire/27129_cote-ivoire-version-consolidee-cml.pdf","https://www.impots.gouv.fr/10conventionscotedivoirecote-d-ivoireconvention-avec-la-cote-d-ivoirefd1853pdf","",""
"Côte d'Ivoire","CI","384","IR|IF|S|DE","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 16 mai et 14 juin 1995 (Journal officiel du 30 novembre 1995)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/cote_d_ivoire/27129_cote-ivoire-version-consolidee-cml.pdf","https://www.impots.gouv.fr/10conventionscotedivoirecote-d-ivoireconvention-avec-la-cote-d-ivoirefd1853pdf","",""
"Croatie","HR","191","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 19 juin 2003 (Journal officiel du 21 octobre 2005)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/croatie/version_consolidee_convention_croatie_modifiee_par_convention_multilaterale.pdf","","",""
