"jurisdiction","iso_alpha_2","iso_numeric","tax_codes","status_type","status_label","instrument_category","instrument_title","complementary_act","principal_official_url","secondary_official_urls","signed_not_in_force","signed_not_in_force_url"
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Impôt sur le revenu","Arrangement administratif du 22 décembre 2022 (transitoire)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Impôt sur le revenu","Arrangement administratif du 30 juin 2023 (transitoire)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Impôt sur le revenu","Avenant du 27 juin 2023 (Journal officiel du 23 août 2025)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Travailleurs frontaliers","Accord particulier du 11 avril 1983, complété par échange de lettres des 25 avril et 8 juin 1984, modifié par échanges de lettres des 2 et 5 septembre 1985 (Journal officiel du 25 février 1987)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Travailleurs frontaliers","Échange de lettres des 21 et 24 février 2005","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Travailleurs frontaliers","Échange de lettres des 5 et 12 juillet 2007","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Travailleurs frontaliers","Arrangement administratif du 22 décembre 2022","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Travailleurs frontaliers","Arrangement administratif du 30 juin 2023","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Suisse","CH","756","IR|IF|SP|DP","inforce","en vigueur","Libéralités faites dans des buts désintéressés — portée limitée","Accord particulier du 30 octobre 1979 (Journal officiel du 26 février 1982 et 25 octobre 1994)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_convention-avec-la-suisse-impots-sur-le-revenu-et-sur-la-fortune_fd_2125.pdf","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/suisse/suisse_accord-avec-la-suisse-liberalites_fd_2119.pdf","",""
"Syrie","SY","760","IR","inforce","en vigueur","Impôt sur le revenu","Convention des 17 juillet 1998 et EDL 16 décembre 2004 (Journal officiel du 3 juillet 2009)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/syrie/syrie_convention-avec-la-syrie-du-17.07.1998-entree-en-vigueur-le-01.05.2009_fd_5541.pdf","","",""
"Taïwan","TW","158","IR","special","dispositif législatif","Impôt sur le revenu","Article 77 de la loi n° 2010-1658 du 29 décembre 2010 de finances rectificative pour 2010 — dispositif de droit interne, en l'absence de convention","false","https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000023364028","https://bofip.impots.gouv.fr/export/pdf/2155","",""
"Thaïlande","TH","764","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 27 décembre 1974 (Journal officiel du 21 novembre 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/thailande/thailande_modifiee_cml.pdf","","",""
"Thaïlande","TH","764","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 20 août 1999 et 6 mars 2000 (Journal officiel du 15 avril 2003)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/thailande/thailande_modifiee_cml.pdf","","",""
"Togo","TG","768","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention des 24 novembre 1971 et EDL 25 et 26 novembre 1971 (Journal officiel du 6 août 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/togo/togo_convention-avec-le-togo_fd_1969.pdf","","",""
"Trinité-et-Tobago","TT","780","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 5 août 1987 (Journal officiel du 18 avril 1989)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/trinite_et_tobago/trinite-et-tobago_convention-entre-la-france-et-trinite-et-tobago_fd_1804.pdf","","",""
"Tunisie","TN","788","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Convention du 28 mai 1973 (Journal officiel du 13 novembre 1975)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/tunisie/nid_27638_tunisie_version_consolidee_cml.pdf","","",""
"Tunisie","TN","788","IR|S|DE","inforce","en vigueur","Impôt sur le revenu","Échange de lettres des 29 mai et 24 juin 1985","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/tunisie/nid_27638_tunisie_version_consolidee_cml.pdf","","",""
"Turkménistan","TM","795","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 4 octobre 1985 (ex-URSS) (Journal officiel du 28 mai 1987)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_urss/fichedescriptive_62371.pdf","","",""
"Turkménistan","TM","795","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 14 mars 1967 (Journal officiel du 21 mars 1968)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ex_urss/fichedescriptive_62371.pdf","","",""
"Turquie","TR","792","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 18 février 1987 (Journal officiel du 6 juillet 1989)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/turquie/turquie_convention-avec-la-turquie_fd_1780.pdf","","",""
"Ukraine","UA","804","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 31 janvier 1997 (Journal officiel du 9 décembre 1999)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ukraine/convention_avec_lukraine_modifiee_par_la_cml.pdf","","",""
"Venezuela","VE","862","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 7 mai 1992 (Journal officiel du 12 janvier 1994)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/venezuela/venezuela_convention-avec-le-venezuela_fd_1733.pdf","","",""
"Vietnam","VN","704","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 10 février 1993 (Journal officiel du 20 décembre 1994)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/viet-nam/27150_vietnam-version-consolidee-cml.pdf","","",""
"Zambie","ZM","894","IR","inforce","en vigueur","Impôt sur le revenu","Convention du 14 décembre 1950 — ancienne convention franco-britannique (Journal officiel des 20 et 21 août 1951)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/zambie/zambie_convention-avec-la-zambie_fd_1729.pdf","","",""
"Zambie","ZM","894","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 5 novembre 1963 (Journal officiel du 15 décembre 1963)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/zambie/zambie_convention-avec-la-zambie_fd_1729.pdf","","",""
"Zambie","ZM","894","IR","inforce","en vigueur","Impôt sur le revenu","Échange de lettres du 31 décembre 1963 (Journal officiel du 26 février 1964)","true","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/zambie/zambie_convention-avec-la-zambie_fd_1729.pdf","","",""
"Zimbabwe","ZW","716","IR|IF","inforce","en vigueur","Impôt sur le revenu","Convention du 15 décembre 1993 (Journal officiel du 16 mars 1997)","false","https://www.impots.gouv.fr/sites/default/files/media/10_conventions/zimbabwe/zimbabwe_convention-avec-le-zimbabwe_fd_1728.pdf","","",""
